WKT;route_short_name;route_long_name;direction_id;trip_headsign;headsign;trip_id;stop_sequence;stop_name
"MULTIPOINT (-118.4492662 33.9922887)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;29;Lincoln Nb & Zanja Ns
"MULTIPOINT (-118.4522767 33.993907)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;30;Lincoln Nb & Venice Ns
"MULTIPOINT (-118.4546739 33.9950728)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;31;Lincoln Nb & Victoria Ns
"MULTIPOINT (-118.45727220000001 33.996357)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;32;Lincoln Nb & Superba Ns
"MULTIPOINT (-118.4589645 33.9971331)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;33;Lincoln Nb & Palms Ns
"MULTIPOINT (-118.46066930000001 33.9979466)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;34;Lincoln Nb & California (Ven) Ns
"MULTIPOINT (-118.462275 33.9987317)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;35;Lincoln Nb & Lake Ns
"MULTIPOINT (-118.4651056 34.0000995)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;36;Lincoln Nb & Sunset Ns
"MULTIPOINT (-118.4673909 34.0011872)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;37;Lincoln Nb & Rose Ns
"MULTIPOINT (-118.4709192 34.00304)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;38;Lincoln Nb & Marine Ns
"MULTIPOINT (-118.47373020000001 34.0051025)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;39;Lincoln Nb & Ashland Fs
"MULTIPOINT (-118.4760378 34.0068303)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;40;Lincoln Nb & Ocean Park Ns
"MULTIPOINT (-118.47972420000001 34.0097645)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;41;Lincoln Nb & Pearl Fs
"MULTIPOINT (-118.4833926 34.0121291)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;42;Pico Wb & Lincoln Fs
"MULTIPOINT (-118.4849456 34.0112497)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;43;Pico Wb & 6Th Ns
"MULTIPOINT (-118.4875629 34.0099861)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;44;4Th Nb & Pico Fs
"MULTIPOINT (-118.4922701 34.0140931)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;45;4Th Nb & Colorado Fs
"MULTIPOINT (-118.4933625 34.0150203)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;46;4Th Nb & Broadway Ns
"MULTIPOINT (-118.4949244 34.0163321)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;47;4Th Nb & Santa Monica Ns
"MULTIPOINT (-118.496885 34.0179525)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;48;4Th Nb & Arizona Fs
"MULTIPOINT (-118.4980961 34.0190539)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;49;4Th Nb & Wilshire Ns
"MULTIPOINT (-118.49653840000001 34.0203919)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;50;Wilshire Eb & 6Th Ns
"MULTIPOINT (-118.4946763 34.0224062)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;51;Lincoln Nb & Wilshire Fs
"MULTIPOINT (-118.4963265 34.0237392)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;52;Lincoln Nb & California (Sm) Fs
"MULTIPOINT (-118.4979 34.025108)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;53;Lincoln Nb & Washington (Sm) Fs
"MULTIPOINT (-118.4994552 34.0264459)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;54;Lincoln Nb & Idaho Fs
"MULTIPOINT (-118.5007085 34.027403)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;55;Lincoln Nb & Montana Ns
"MULTIPOINT (-118.49776110000001 34.030026)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;56;Montana Eb & 11Th Fs
"MULTIPOINT (-118.49588780000001 34.031547)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;57;Montana Eb & Euclid Fs
"MULTIPOINT (-118.494009 34.0330736)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;58;Montana Eb & 15Th Fs
"MULTIPOINT (-118.4921119 34.0345998)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;59;Montana Eb & 17Th Fs
"MULTIPOINT (-118.4896789 34.0365878)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;60;Montana Eb & 20Th Ns
"MULTIPOINT (-118.4877218 34.0382425)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;61;Montana Eb & 22Nd Ns
"MULTIPOINT (-118.4853406 34.0400863)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;62;Montana Eb & 24Th Fs
"MULTIPOINT (-118.483579 34.0415294)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;63;Montana Eb & 26Th Fs
"MULTIPOINT (-118.4820033 34.042817)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;64;Montana Eb & Harvard Ns
"MULTIPOINT (-118.4801527 34.044346)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;65;Montana Eb & Stanford Ns
"MULTIPOINT (-118.4780286 34.0462454)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;66;Montana Eb & Centinela Ns
"MULTIPOINT (-118.4755325 34.0480822)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;67;Montana Eb & Amherst Ns
"MULTIPOINT (-118.4738928 34.0493351)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;68;Montana Eb & Gretna Green Ns
"MULTIPOINT (-118.4722823 34.0507176)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;69;Montana Eb & Bundy Fs
"MULTIPOINT (-118.4700608 34.0524771)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;70;Montana Eb & San Vicente Ns
"MULTIPOINT (-118.4656499 34.0534885)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;71;San Vicente Eb & Barrington Ns
"MULTIPOINT (-118.4614309 34.0531812)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;72;San Vicente Sb & Mayfield Fs
"MULTIPOINT (-118.4553495 34.0542414)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;73;Wilshire Eb & Bonsall Fs
"MULTIPOINT (-118.4479052 34.0575799)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;74;Wilshire Eb & Veteran Ns
"MULTIPOINT (-118.4443707 34.0594547)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;75;Westwood Nb & Lindbrook Ns
"MULTIPOINT (-118.4454066 34.0624205)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;76;Westwood Nb & Weyburn Ns
"MULTIPOINT (-118.4452665 34.0635232)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;77;Westwood Nb & Le Conte Ns
"MULTIPOINT (-118.442728 34.063671)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;78;Le Conte Eb & Tiverton Ns
"MULTIPOINT (-118.4409036 34.0645011)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;79;Hilgard Nb & Le Conte Fs
"MULTIPOINT (-118.4396655 34.0664399)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;80;Hilgard Nb & Manning Ave Ns
"MULTIPOINT (-118.4389286 34.0694032)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;81;Hilgard Nb & Westholme Ns
"MULTIPOINT (-118.4385593 34.0710292)";3;Montana Ave - Lincoln Blvd;0;Line 3  UCLA;3 - Montana Ave - Lincoln Blvd - 0 - Line 3  UCLA;581472;82;Ucla Terminal
"MULTIPOINT (-118.37639950000001 33.9295298)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;1;Green Line Station
"MULTIPOINT (-118.378303 33.9312562)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;2;Aviation Nb & Imperial Fs
"MULTIPOINT (-118.3783473 33.9342428)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;3;Aviation Nb & 111Th Ns
"MULTIPOINT (-118.3783719 33.9417635)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;4;Aviation Nb & 104Th Ns
"MULTIPOINT (-118.3791431 33.9455989)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;5;Century Wb & Aviaton Fs
"MULTIPOINT (-118.3815869 33.945535)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;6;Century Wb & International Ns
"MULTIPOINT (-118.3858989 33.9463651)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;7;Airport Nb & Century Fs
"MULTIPOINT (-118.3871097 33.9492696)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;8;96Th Wb & Airport Fs
"MULTIPOINT (-118.392147 33.9490648)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;9;Lax Transit Center Bay 12
"MULTIPOINT (-118.3957186 33.9488192)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;10;96Th Wb & Sepulveda Ns
"MULTIPOINT (-118.39608870000001 33.9543248)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;11;Sepulveda Nb & Westchester Pkwy Ns
"MULTIPOINT (-118.396134 33.9576277)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;12;Sepulveda Nb & La Tijera Fs
"MULTIPOINT (-118.3966654 33.9599376)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;13;Manchester Wb & Sepulveda Fs
"MULTIPOINT (-118.4006292 33.95991)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;14;Manchester Wb & Kentwood Fs
"MULTIPOINT (-118.4041542 33.9599042)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;15;Manchester Wb & Emerson Ns
"MULTIPOINT (-118.4096164 33.959877)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;16;Manchester Wb & Mc Connell Ns
"MULTIPOINT (-118.413385 33.9598787)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;17;Manchester Wb & Georgetown Ns
"MULTIPOINT (-118.4170006 33.959867)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;18;Manchester Wb & Loyola Fs
"MULTIPOINT (-118.4191053 33.9598489)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;19;Manchester Wb & Lincoln Ns
"MULTIPOINT (-118.4214207 33.9624851)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;20;Lincoln Nb & 83Rd Ns
"MULTIPOINT (-118.4240941 33.9654079)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;21;Lincoln Nb & Lmu Dr Ns
"MULTIPOINT (-118.42754840000001 33.9680181)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;22;Lincoln Nb & Bluff Creek Fs
"MULTIPOINT (-118.4303462 33.9725497)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;23;Lincoln Nb & Jefferson Fs
"MULTIPOINT (-118.4367815 33.9788171)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;24;Lincoln Nb & Fiji Fs
"MULTIPOINT (-118.4392156 33.9808945)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;25;Lincoln Nb & Mindanao Fs
"MULTIPOINT (-118.4407421 33.9823976)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;26;Lincoln Nb & Bali Ns
"MULTIPOINT (-118.4435297 33.9859493)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;27;Lincoln Nb & Maxella Fs
"MULTIPOINT (-118.4480016 33.9907719)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;28;Lincoln Nb & Washington Bl (Ven) Fs
"MULTIPOINT (-118.4492662 33.9922887)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;29;Lincoln Nb & Zanja Ns
"MULTIPOINT (-118.4522767 33.993907)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;30;Lincoln Nb & Venice Ns
"MULTIPOINT (-118.4546739 33.9950728)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;31;Lincoln Nb & Victoria Ns
"MULTIPOINT (-118.45727220000001 33.996357)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;32;Lincoln Nb & Superba Ns
"MULTIPOINT (-118.4589645 33.9971331)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;33;Lincoln Nb & Palms Ns
"MULTIPOINT (-118.46066930000001 33.9979466)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;34;Lincoln Nb & California (Ven) Ns
"MULTIPOINT (-118.462275 33.9987317)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;35;Lincoln Nb & Lake Ns
"MULTIPOINT (-118.4651056 34.0000995)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;36;Lincoln Nb & Sunset Ns
"MULTIPOINT (-118.4673909 34.0011872)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;37;Lincoln Nb & Rose Ns
"MULTIPOINT (-118.4709192 34.00304)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;38;Lincoln Nb & Marine Ns
"MULTIPOINT (-118.47373020000001 34.0051025)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;39;Lincoln Nb & Ashland Fs
"MULTIPOINT (-118.4760378 34.0068303)";3;Montana Ave - Lincoln Blvd;0;Line 3 5th & Arizona Only;3 - Montana Ave - Lincoln Blvd - 0 - Line 3 5th & Arizona Only;581223;40;Lincoln Nb & Ocean Park Ns
