WKT;WKT;route_short_name;route_long_name;direction_id;trip_headsign;headsign;trip_id;stop_sequence;stop_name
"MULTIPOINT (-118.4950101 34.0130415)";MULTIPOINT (-118.4950101 34.0130415);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;1;2Nd Sb & Broadway Fs
"MULTIPOINT (-118.4961375 34.0126019)";MULTIPOINT (-118.4961375 34.0126019);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;2;Ocean Nb & Broadway Ns
"MULTIPOINT (-118.4977641 34.014009)";MULTIPOINT (-118.4977641 34.014009);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;3;Ocean Nb & Santa Monica Ns
"MULTIPOINT (-118.4958073 34.0158942)";MULTIPOINT (-118.4958073 34.0158942);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;4;Santa Monica Eb & 3Rd Fs
"MULTIPOINT (-118.494933 34.0166693)";MULTIPOINT (-118.494933 34.0166693);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;5;Santa Monica Eb & 4Th Fs
"MULTIPOINT (-118.4934227 34.0178414)";MULTIPOINT (-118.4934227 34.0178414);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;6;Santa Monica Eb & 6Th Ns
"MULTIPOINT (-118.49153680000001 34.0193168)";MULTIPOINT (-118.49153680000001 34.0193168);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;7;Santa Monica Eb & Lincoln Ns
"MULTIPOINT (-118.4886934 34.0215978)";MULTIPOINT (-118.4886934 34.0215978);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;8;Santa Monica Eb & 11Th Ns
"MULTIPOINT (-118.4859055 34.0238373)";MULTIPOINT (-118.4859055 34.0238373);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;9;Santa Monica Eb & 14Th Ns
"MULTIPOINT (-118.4825931 34.0265098)";MULTIPOINT (-118.4825931 34.0265098);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;10;Santa Monica Eb & 17Th Fs
"MULTIPOINT (-118.4797747 34.0290577)";MULTIPOINT (-118.4797747 34.0290577);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;11;Santa Monica Eb & 20Th Fs
"MULTIPOINT (-118.4780658 34.0301831)";MULTIPOINT (-118.4780658 34.0301831);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;12;Santa Monica Eb & 22Nd Fs
"MULTIPOINT (-118.4766338 34.0313688)";MULTIPOINT (-118.4766338 34.0313688);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;13;Santa Monica Eb & Cloverfield Fs
"MULTIPOINT (-118.4744153 34.0331431)";MULTIPOINT (-118.4744153 34.0331431);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;14;Santa Monica Eb & 26Th Ns
"MULTIPOINT (-118.47116370000001 34.0357233)";MULTIPOINT (-118.47116370000001 34.0357233);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;15;Santa Monica Eb & Yale Fs
"MULTIPOINT (-118.4672936 34.0386819)";MULTIPOINT (-118.4672936 34.0386819);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;16;Santa Monica Eb & Centinela Fs
"MULTIPOINT (-118.4634234 34.0403836)";MULTIPOINT (-118.4634234 34.0403836);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;17;Santa Monica Eb & Bundy Ns
"MULTIPOINT (-118.46155640000001 34.0389669)";MULTIPOINT (-118.46155640000001 34.0389669);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;18;Bundy Sb & Idaho Ns
"MULTIPOINT (-118.4582736 34.0361691)";MULTIPOINT (-118.4582736 34.0361691);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;19;Bundy Sb & Nebraska Ns
"MULTIPOINT (-118.4558566 34.0340654)";MULTIPOINT (-118.4558566 34.0340654);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;20;Bundy Sb & La Grange Ns
"MULTIPOINT (-118.4535783 34.0321479)";MULTIPOINT (-118.4535783 34.0321479);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;21;Bundy Sb & Olympic Fs
"MULTIPOINT (-118.4505777 34.0296075)";MULTIPOINT (-118.4505777 34.0296075);10;Rapid 10 Santa Monica Freeway Exp;0;NULL;10 - Rapid 10 Santa Monica Freeway Exp - 0 - NULL;584474;22;Bundy Sb & Pico Ns
