WKT;WKT;route_short_name;route_long_name;direction_id;trip_headsign;headsign;trip_id;stop_sequence;stop_name
"MULTIPOINT (-118.4213288 33.9914772)";MULTIPOINT (-118.4213288 33.9914772);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;1;Centinela Nb & Culver Fs
"MULTIPOINT (-118.4234876 33.9931735)";MULTIPOINT (-118.4234876 33.9931735);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;2;Centinela Nb & Short Fs
"MULTIPOINT (-118.4257111 33.9949067)";MULTIPOINT (-118.4257111 33.9949067);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;3;Centinela Nb & Louise Fs
"MULTIPOINT (-118.4285798 33.9972835)";MULTIPOINT (-118.4285798 33.9972835);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;4;Centinela Nb & Washington Blvd Fs
"MULTIPOINT (-118.4296383 33.9987)";MULTIPOINT (-118.4296383 33.9987);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;5;Centinela Nb & Washington Place Mb
"MULTIPOINT (-118.4319218 34.0016652)";MULTIPOINT (-118.4319218 34.0016652);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;6;Centinela Nb & Barbara Fs
"MULTIPOINT (-118.4332019 34.0033811)";MULTIPOINT (-118.4332019 34.0033811);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;7;Centinela Nb & Venice Ns
"MULTIPOINT (-118.43667840000001 34.0079334)";MULTIPOINT (-118.43667840000001 34.0079334);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;8;Centinela Nb & Charnock Fs
"MULTIPOINT (-118.4385685 34.0104219)";MULTIPOINT (-118.4385685 34.0104219);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;9;Centinela Nb & Palms Ns
"MULTIPOINT (-118.4399829 34.0122656)";MULTIPOINT (-118.4399829 34.0122656);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;10;Centinela Nb & Woodbine Fs
"MULTIPOINT (-118.4418264 34.0147134)";MULTIPOINT (-118.4418264 34.0147134);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;11;Centinela Nb & Rose Ns
"MULTIPOINT (-118.4436415 34.01708)";MULTIPOINT (-118.4436415 34.01708);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;12;Bundy Nb & Airport Ns
"MULTIPOINT (-118.4448682 34.0203926)";MULTIPOINT (-118.4448682 34.0203926);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;13;Bundy Nb & National Fs
"MULTIPOINT (-118.4460871 34.0243706)";MULTIPOINT (-118.4460871 34.0243706);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;14;Bundy Nb & Ocean Park Ns
"MULTIPOINT (-118.448119 34.0268651)";MULTIPOINT (-118.448119 34.0268651);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;15;Bundy Nb & Pearl Ns
"MULTIPOINT (-118.4504426 34.0296738)";MULTIPOINT (-118.4504426 34.0296738);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;16;Bundy Nb & Pico Fs
"MULTIPOINT (-118.4531655 34.0320245)";MULTIPOINT (-118.4531655 34.0320245);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;17;Bundy Nb & Olympic Ns
"MULTIPOINT (-118.4552678 34.0338028)";MULTIPOINT (-118.4552678 34.0338028);14;Bundy Dr - Centinela Ave;0;Line 14 Bundy/Barrington and Sunset;14 - Bundy Dr - Centinela Ave - 0 - Line 14 Bundy/Barrington and Sunset;583213;18;Bundy Nb & La Grange Ns
