WKT;WKT;route_short_name;route_long_name;direction_id;trip_headsign;headsign;trip_id;stop_sequence;stop_name
"MULTIPOINT (-118.4673909 34.0011872)";MULTIPOINT (-118.4673909 34.0011872);R3;Rapid 3 Lincoln Bl - Green Line;0;Rapid 3 Santa Monica;R3 - Rapid 3 Lincoln Bl - Green Line - 0 - Rapid 3 Santa Monica;583496;11;Lincoln Nb & Rose Ns
"MULTIPOINT (-118.4760378 34.0068303)";MULTIPOINT (-118.4760378 34.0068303);R3;Rapid 3 Lincoln Bl - Green Line;0;Rapid 3 Santa Monica;R3 - Rapid 3 Lincoln Bl - Green Line - 0 - Rapid 3 Santa Monica;583496;12;Lincoln Nb & Ocean Park Ns
"MULTIPOINT (-118.4833926 34.0121291)";MULTIPOINT (-118.4833926 34.0121291);R3;Rapid 3 Lincoln Bl - Green Line;0;Rapid 3 Santa Monica;R3 - Rapid 3 Lincoln Bl - Green Line - 0 - Rapid 3 Santa Monica;583496;13;Pico Wb & Lincoln Fs
"MULTIPOINT (-118.4922701 34.0140931)";MULTIPOINT (-118.4922701 34.0140931);R3;Rapid 3 Lincoln Bl - Green Line;0;Rapid 3 Santa Monica;R3 - Rapid 3 Lincoln Bl - Green Line - 0 - Rapid 3 Santa Monica;583496;14;4Th Nb & Colorado Fs
"MULTIPOINT (-118.4949244 34.0163321)";MULTIPOINT (-118.4949244 34.0163321);R3;Rapid 3 Lincoln Bl - Green Line;0;Rapid 3 Santa Monica;R3 - Rapid 3 Lincoln Bl - Green Line - 0 - Rapid 3 Santa Monica;583496;15;4Th Nb & Santa Monica Ns
"MULTIPOINT (-118.4959582 34.0183416)";MULTIPOINT (-118.4959582 34.0183416);R3;Rapid 3 Lincoln Bl - Green Line;0;Rapid 3 Santa Monica;R3 - Rapid 3 Lincoln Bl - Green Line - 0 - Rapid 3 Santa Monica;583496;16;Arizona Eb & 5Th Ns
"MULTIPOINT (-118.4959582 34.0183416)";MULTIPOINT (-118.4959582 34.0183416);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;1;Arizona Eb & 5Th Ns
"MULTIPOINT (-118.49763590000001 34.0185201)";MULTIPOINT (-118.49763590000001 34.0185201);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;2;4Th Sb & Wilshire Fs
"MULTIPOINT (-118.4949212 34.0161266)";MULTIPOINT (-118.4949212 34.0161266);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;3;4Th Sb & Santa Monica Fs
"MULTIPOINT (-118.4928415 34.0143598)";MULTIPOINT (-118.4928415 34.0143598);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;4;4Th Sb & Santa Monica Place Co
"MULTIPOINT (-118.482848 34.0120745)";MULTIPOINT (-118.482848 34.0120745);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;5;Lincoln Sb & Pico Fs
"MULTIPOINT (-118.4760538 34.0066088)";MULTIPOINT (-118.4760538 34.0066088);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;6;Lincoln Sb & Ocean Park Fs
"MULTIPOINT (-118.467536 34.0011042)";MULTIPOINT (-118.467536 34.0011042);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;7;Lincoln Sb & Rose Fs
"MULTIPOINT (-118.4618818 33.998346)";MULTIPOINT (-118.4618818 33.998346);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;8;Lincoln Sb & Broadway (Ven) Ns
"MULTIPOINT (-118.4532581 33.9942175)";MULTIPOINT (-118.4532581 33.9942175);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;9;Lincoln Sb & Venice Ns
"MULTIPOINT (-118.4475625 33.9900165)";MULTIPOINT (-118.4475625 33.9900165);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;10;Lincoln Sb & Washington Bl (Ven) Fs
"MULTIPOINT (-118.4434027 33.9853272)";MULTIPOINT (-118.4434027 33.9853272);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;11;Lincoln Sb & Marina Pointe Fs
"MULTIPOINT (-118.4388458 33.9801697)";MULTIPOINT (-118.4388458 33.9801697);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;12;Lincoln Sb & Mindanao Fs
"MULTIPOINT (-118.4306694 33.9723372)";MULTIPOINT (-118.4306694 33.9723372);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;13;Lincoln Sb & Jefferson Ns
"MULTIPOINT (-118.41968730000001 33.960149)";MULTIPOINT (-118.41968730000001 33.960149);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;14;Lincoln Sb & Manchester Ns
"MULTIPOINT (-118.3919264 33.9491241)";MULTIPOINT (-118.3919264 33.9491241);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;15;Lax Transit Center Bay 11
"MULTIPOINT (-118.37639950000001 33.9295298)";MULTIPOINT (-118.37639950000001 33.9295298);R3;Rapid 3 Lincoln Bl - Green Line;1;Rapid 3 LAX/ Metro Green Line Station;R3 - Rapid 3 Lincoln Bl - Green Line - 1 - Rapid 3 LAX/ Metro Green Line Station;583537;16;Green Line Station
